p1_0,p1_1,p1_2,p1_3,p2_0,p2_1,p2_2,p2_3,an_event
29795,1647,9611,1683,27626,5920,6885,14523,1445459974
28276,21033,20627,2615,19649,8686,12853,19284,114680437
7531,25763,20015,16477,19112,22609,12495,15183,-1877638979
8548,18115,9608,24428,22424,30085,12929,5170,-1207656627
27649,5372,19736,28345,24528,22033,4346,27922,-634869819
24467,15998,1165,17079,29089,25868,4546,5266,405285686
19374,16142,7547,25830,2477,32694,4140,1219,-1085005723
11675,15131,10887,18682,1436,29284,23202,29060,-2443713713
3515,18148,27523,22413,25187,1662,14358,24123,-1754978517
23093,9308,6952,7792,3229,3307,20225,15452,-434501806
8219,10424,17551,2294,8823,4090,9804,14329,-350150348
32319,1746,19231,15478,16310,16759,25639,12561,-379257423
27667,20150,22362,3327,17949,22331,20436,1351,-829773013
8661,13921,1696,5407,1991,21291,13158,725,-610794988
13224,19761,27940,9797,18301,92,1456,5687,287560970
29618,23432,1472,27859,1618,4622,6621,20026,-1256096516
11249,6401,19368,2654,24056,10677,4887,26070,76812458
24261,30657,27886,22778,10365,29586,32630,11381,-3649428486
6508,21902,20542,28014,20539,18125,309,11708,-1195326735
2788,11309,7305,3566,383,24133,13872,29762,-958658802
3021,11608,1131,15742,18918,5700,24171,14926,-542656943
3291,14799,13869,18318,32119,11558,26866,4410,-1037488522
25019,25787,31778,4292,6855,4421,17768,6614,-1071085174
4298,12211,10037,22121,951,28272,16123,24625,-2095429424
2085,24396,17951,28592,11209,18286,4885,10415,-1616476395
27463,17324,27182,3235,13103,24495,30852,19206,-1930552726
12195,28468,9162,15785,13427,21771,18381,22405,-1956261704
27153,26712,18413,4779,21505,31854,21408,28156,-1591431544
31832,24660,24797,31846,2536,24143,20899,5549,-2419177986
30455,7493,30482,17633,31600,12311,27295,9324,-252593269
26938,9518,24404,21762,20458,28787,30938,20369,-1842376992
17057,9724,12739,9578,11551,6886,20270,22421,-685845648
6336,29816,7402,32728,30777,3156,14100,7942,-526808047
27524,2728,26219,29152,31768,22291,29293,14794,-771525645
7170,31666,21943,26619,13173,329,24267,4512,-1137180915
30848,8622,15389,22513,22911,18214,1917,8532,656244106
3363,25107,3912,12415,27028,3961,2631,9307,-268824254
19724,5786,19824,7181,19599,26107,18199,14717,-461913473
29032,6773,31307,23275,26781,32488,17751,10636,-491688163
23897,13103,13170,15147,23090,12759,27402,4361,-84710451
28962,28983,5083,25568,16476,32655,1895,25078,-2240228628
25336,1599,20493,11584,1763,18098,2330,3911,-154674688
23836,16305,26378,30330,6783,11886,7778,2225,-609586521
26559,16819,4223,5868,24116,308,12806,1644,1143143877
16360,9186,28068,23909,1700,585,6797,28054,-1678207385
9048,7360,30739,21184,28602,25397,11368,22823,-1522145447
1136,5075,28403,17480,16992,7826,19542,161,-1156579257
29731,24330,30386,4332,25688,1172,22168,28099,-120256360
21524,32535,1690,17852,29352,27241,23693,26822,-1546800069
19502,23991,11688,15760,23391,26112,1588,26421,-1210499345
18130,2002,6210,16330,14739,6100,364,13723,57264502
826,26193,12333,20828,21793,26525,19686,8416,-2189713616
16912,5969,16544,10387,5784,18642,11742,30902,-1057406200
11009,11692,12854,12510,20675,15042,30171,12175,-976787968
9744,841,22199,5523,24721,19364,7556,13136,-31406704
20015,18741,30062,17479,7516,3295,7420,7486,-530471412
13777,6640,10869,1734,27282,26721,20153,26561,-133337465
7776,31791,15305,24820,5324,27757,1876,16610,-2564022371
19723,7939,2184,32387,4305,6118,23802,29713,-1955945035
16249,32586,24040,14714,32476,22681,10767,10268,-1242623849
11929,7479,26624,27962,264,28156,29097,27114,-3480583897
54,22897,1105,9597,10449,4762,3830,11218,-440764016
15713,32286,14644,2905,26827,15279,28810,12365,-1059192209
24362,23152,4952,32599,13452,28641,14509,29906,-2764299031
16702,32586,20902,12570,4146,17194,30746,2346,-2326391624
27671,31070,1269,30160,24037,3715,737,19155,-57927284
19984,29480,18040,25329,17429,7754,12996,3882,-426156728
26307,19061,11367,14179,30552,21360,13827,14941,55112498
10174,6455,3046,27652,28362,14209,1549,17820,-601311587
16941,20037,13408,22426,12357,3909,22024,621,-356474151
25166,31162,13552,18758,21941,28453,7714,10272,-1263444390
17606,5862,5126,18225,1682,3141,27155,7455,-527758800
10329,12797,4700,20121,13769,31161,4904,693,-587121756
29007,19507,22732,21790,18569,8996,19118,24526,-1211776733
14835,2258,27918,18198,519,4058,4604,20040,-989400036
12558,23455,7739,6992,1305,5938,17362,15343,-729116554
14237,18966,3207,5291,6848,17124,28184,1834,-654775759
25140,5237,11012,27992,24243,22646,28256,2576,215181368
32576,11425,15968,8849,29786,18243,8808,22140,850600493
4000,28047,7413,2174,11045,27556,14018,5137,-1687588328
3715,22300,29296,317,26624,16897,9780,11020,-1135826693
28784,15675,30352,2067,12400,14958,764,7460,167673562
1815,15596,15972,15535,23303,32298,28285,30752,-2781877774
5377,27409,28548,23993,982,13328,3514,24033,-2073982818
29561,27422,16462,12324,25589,32428,9400,1813,-619823555
18688,7968,13569,4988,19662,22771,4895,156,237580431
19984,17431,5594,16768,32641,2798,10987,18948,448659185
29266,7785,18931,11589,31026,13724,9854,20731,748718814
25033,22928,10618,14913,32627,18615,25707,22240,-429362567
11591,19588,486,974,19237,25596,20450,24647,-624713961
27082,433,32302,16946,15141,14160,15037,991,-197237940
20963,14169,12755,19481,395,28078,10410,12644,-1537345429
19385,4031,15107,4924,17676,16822,6310,24502,117688483
19116,20305,531,6337,4649,629,27911,25708,-203282264
17556,17936,27386,26109,31049,7971,26854,8645,-1118030708
12548,11758,14154,10885,29088,19361,13068,26184,-665284278
29652,31425,32444,13472,18228,13090,11871,14440,-901112330
13735,26657,16712,30287,10794,9274,29653,5287,-1509353767
22181,32700,16378,21579,30576,19149,2608,32555,-1386404106
19181,30488,13822,31498,6321,29588,13643,13787,-2807401648
19205,22983,25850,25013,29022,23180,7950,3005,-512122242
7037,19117,13716,26259,15047,24748,19063,25626,-2603236475
18975,21072,19996,10632,23624,6870,26522,17407,-823866800
20746,24581,15266,8812,5652,21479,29944,15826,-2014619212
13299,28971,20151,22934,14149,25383,15520,22824,-2766819735
5233,25344,14719,5891,9255,25480,12120,31159,-1918598497
2165,8306,10067,19157,5021,29829,702,1065,-528759676
24707,32076,12683,15567,9510,18843,11154,5319,-1187448839
19462,6068,24727,1325,28902,10023,32352,21505,-653628954
8783,13366,31216,16623,15006,22057,9344,2364,-988019535
2446,16180,10732,6246,14750,11592,23774,10789,-948048413
9795,14737,7439,17877,375,8491,17930,6948,-758149134
18549,5975,2182,18317,21916,7624,21559,29871,-466475681
14079,2313,27399,31980,26160,9515,26170,13751,-1620995243
26415,29055,1366,7570,5940,16976,12805,8541,-836980842
20936,6359,6389,12444,6685,22466,23304,10844,-573512815
14235,22596,17115,31745,7346,4344,28728,26676,-2664219565
13464,30533,10996,31358,16398,9530,30080,16863,-1859518742
21059,18570,17003,20068,10698,21989,20889,31952,-2358896592
3045,4997,12092,21419,3730,6164,17606,25651,-1563548142
19425,8681,29312,12980,29412,9656,26982,13162,-948483930
20115,28959,31749,8309,12121,11422,32342,16945,-2509197808
17858,14714,4840,26368,18514,19538,15493,25004,-1382326485
3820,31413,30009,11893,11551,32525,10245,25799,-3183725381
21419,5993,4305,3788,17250,31299,27320,31709,-111680459
5770,22495,32342,15579,6598,32229,17927,14647,-2989811011
24,5435,31833,26970,730,21954,3599,22593,-1686405672
12968,28558,26894,13910,25059,22018,29726,11346,-2522226029
10935,30615,10668,9699,8645,1817,24919,6237,-574891255
21068,12272,17988,6430,31127,4680,6547,8539,851324713
4513,8244,1808,26313,9542,23174,893,28249,-1785853196
12212,48,19565,1552,26712,32183,4861,11180,424373107
31708,17803,19569,28544,12568,8993,23101,23341,-1759822795
331,32160,21110,18674,9120,20860,24072,17653,-3011354698
19895,31038,20381,7873,5567,16651,23162,7473,-1873946976
23667,21912,26237,25674,23464,27873,27742,25291,-2865255210
15657,24960,25378,4859,3683,28175,19047,12831,-2382625592
8730,27338,16727,27049,14039,20296,2085,20348,-2035161548
19367,30822,8129,16522,12757,28537,9674,2202,-1495105556
26978,29335,11095,31041,6232,24089,1463,10886,-1785382311
30798,28900,17,8493,19962,26002,24357,15263,-533451996
24372,13598,14342,12130,2712,6910,808,16807,-486698455
22962,31281,2011,13037,17848,24122,19703,23793,-1389101933
32435,9044,19427,22528,30403,32263,9012,23495,-20119117
14195,17353,29418,26733,12273,32416,24673,12539,-2898698704
8601,21586,2422,14794,5676,16819,4130,14833,-1087405969
7107,16942,17843,11647,4124,17323,20172,19410,-1700383304
24491,17900,20579,8646,400,22682,32284,11718,-2323825732
16982,16678,14174,12445,19214,20678,7570,24108,-851817393
22434,25620,17815,762,4323,26775,24662,4801,-2064043040
7677,20290,15511,19447,14008,8104,9001,23059,-1289897411
4776,16835,17044,23562,1733,5424,977,13308,-826531779
26906,4245,28291,25942,28980,27619,1927,6788,863733066
6577,5723,13330,18934,14815,4967,32067,12049,-1173213700
10238,27320,5007,19721,1333,22171,28935,4322,-1644370323
30497,31680,10459,7642,20539,14601,31234,15518,-562919612
28585,8309,29000,12451,19092,29196,16046,28896,-1043959767
30675,15837,9003,21738,27251,9290,28399,12712,313557791
6181,12245,12792,13624,15687,21409,16123,31247,-1594316714
6092,13569,20063,19792,25200,19675,32595,4340,-1706629758
13712,30308,5631,1944,11303,20664,32227,13757,-1359057648
22101,21148,2271,21474,24929,27872,31480,26157,-1343364426
31553,4616,25720,31167,5714,30419,28292,21555,-2719243304
1092,11222,23525,28643,21829,1220,1045,19588,-1151006048
30431,3329,31302,22120,27298,13895,6352,29657,-140824680
22063,738,20106,22660,24460,26211,5769,23615,-261626970
30830,19813,28304,15599,1368,32170,24384,1886,-2629621268
16615,2625,16381,16779,31941,4648,6610,20982,116303221
27600,27095,6472,4754,12302,3227,11392,28910,81837854
14395,3929,29735,2082,15893,9729,17618,11086,-712844667
24114,19455,24077,6783,24560,11314,12152,5909,78882728
17937,17779,5565,25504,13466,9111,13756,19649,-996308319
23568,1095,9194,3650,5781,22891,10918,21362,-134384829
24758,28215,12971,26968,668,14305,8604,15144,-1814200385
6078,26570,24467,7583,14718,27215,7688,7384,-1755517309
4786,5224,10876,26266,6411,28174,17412,24142,-1880016209
19175,21903,3071,23838,14112,11083,1787,26246,-1206637341
13406,21454,6994,8317,31733,13573,3806,24783,-197075972
28058,13685,21901,25341,10226,8084,10933,10432,-655062284
18107,17151,3033,835,11670,28732,12397,30088,-688404341
7392,10145,13089,4147,16228,13559,15737,1068,-456037769
13878,23795,21123,30339,14513,14503,4796,25356,-2028587387
31143,19994,21712,17043,17368,1982,9812,23748,-233048386
17138,15278,23697,6421,2319,28226,23558,9810,-2025498595
19894,24905,7551,31989,18813,6896,27175,9915,-639724624
3507,31802,31494,8649,31896,29877,28908,30968,-4033130861
7912,104,9932,22548,22251,13846,23907,8677,-516998737
18374,25000,27106,28177,28262,25002,6565,12329,-1262236695
4996,25486,9026,29404,2854,17978,29057,14774,-2281233991
17381,18141,27225,25534,6998,9461,19270,3911,-1349012905
24519,4852,242,9292,8394,26459,1805,29066,-386208929
16543,17670,27792,5119,8197,31644,21878,2049,-2084171228
25228,28822,11909,8465,859,3116,24086,26688,-1161807445
17791,28648,3146,26875,18862,18184,1954,8253,-826646615
14258,1090,32126,12653,5279,31521,12753,23603,-1334916399
13716,28414,29805,7798,10599,4254,3583,4045,-227690960
27823,19762,4496,5582,21064,28010,16739,14534,-247742292
2321,21248,2289,7029,16370,1491,19525,12582,-253671991
13535,18812,16829,8506,29424,29563,7600,26610,-1024299907
27509,28467,22784,32249,13699,8939,9810,6673,-632678252
24771,28560,7668,18238,31369,9692,26691,363,577866152
5172,20158,16354,27332,29750,25233,31258,9224,-2236189617
4447,26100,6523,30061,25281,5007,22625,28237,-2029371453
31344,27198,32033,24537,4597,12621,12590,25991,-2480471099
8740,31846,31413,12261,2236,22822,10286,16985,-2477246117
25098,16944,269,11618,28203,26117,25209,4830,404798530
1948,29472,12240,21908,385,3960,25273,15615,-1534812637
19605,6555,7392,24901,3744,26909,6615,28725,-1734347424
8258,17949,20857,16296,8046,36,19579,2584,-769365729
30491,30744,21299,23218,25194,26577,6470,32058,-1862067143
17230,4467,7857,2626,6771,18205,18694,1731,-232186409
8566,26376,4844,28870,30532,12677,22340,2288,-494217733
12003,26537,778,3858,14869,12772,3823,9093,-397053715
18292,204,7533,30598,18852,8482,11623,14253,-361158705
2936,516,25506,7269,24,23471,17004,18777,-1164520179
29948,29914,7666,8054,20893,22564,13470,25344,-713340287
4165,21662,7913,24192,28545,5379,1012,11712,-577972074
29675,29080,13014,27308,13017,26469,6181,25023,-2294447677
18139,19594,20934,16589,10516,14442,16437,8692,-1161056991
24070,29994,14011,13551,5400,29791,3770,31348,-2482399065
6370,14780,23072,3083,12785,8621,19588,21943,-1131158024
14754,13925,16721,13090,30213,10760,11289,2721,143033167
21436,15249,20658,22257,878,6799,31044,13563,-2056121440
20056,23906,20308,282,27962,30151,8151,18547,-661533581
25772,8296,18092,14494,5984,3323,19886,7929,-696130526
10623,24070,3248,17096,5160,20231,625,23005,-1654952710
32066,6610,7626,2002,96,274,9961,26527,-255653688
22014,17603,12100,18901,12349,28469,7529,31,-641999160
11290,13929,17884,20107,6705,27319,20035,14775,-1920433840
6824,4165,17116,19954,16575,10737,30251,28844,-2049912324
26975,670,22894,22037,21441,15639,2162,29941,-282858075
1110,24764,2569,21424,6918,22284,1993,14619,-1725004021
3273,25471,32446,10892,1525,23182,1333,22762,-1753319158
27964,25314,30243,8628,29549,21864,26972,15045,-1345411771
6366,32719,13386,26176,7845,23173,29073,2112,-2305451456
1871,12553,25725,25728,5516,19996,305,13214,-1177051354
30286,500,7509,12617,11194,26225,23268,21521,-240722446
26394,31203,5676,25193,15852,11947,4708,21860,-1063701177
4059,22071,4166,11596,11936,30809,30566,15839,-1885121506
5220,24931,24133,12735,14321,25355,12330,20205,-2224498612
20599,12252,22497,9205,26861,25840,32512,25282,-1454857536
17410,11791,7677,2484,10280,32245,16582,14630,-729777507
18674,24520,10958,12746,7166,22116,19790,24415,-1873065281
24421,4188,30322,17239,11802,29244,10329,13721,-768027078
1485,28370,8628,24615,6472,18308,20281,13094,-2014180465
28543,22301,26124,23056,4747,21444,30715,10569,-2777622401
31176,2110,14315,3487,3786,27689,29525,7271,-776814491
23794,14586,13804,9498,26954,12598,22065,25933,-186673062
2826,25411,19706,27657,2560,1163,24832,29691,-2665669810
5773,27781,17740,19565,26913,16852,19527,20831,-2133571606
26845,18232,21046,19390,27620,18565,7784,5535,263647891
13940,4687,25971,4672,18183,29132,7563,3702,-193601058
5515,19291,11717,9204,603,2718,17780,502,-524152350
2088,26797,26718,12435,28245,12984,8628,31075,-1811809922
16869,22818,21308,11725,4978,26083,23838,24974,-2623941601
21809,7899,31331,14094,31510,27820,26587,28720,-1540652872
21243,11656,30753,22475,22417,31882,8066,16250,-1017392914
28950,4987,1430,15062,2954,26037,503,4975,-240017678
9209,31297,30949,5121,5592,2423,24473,30216,-1873000480
3876,11708,32140,6278,277,23465,6209,16766,-1156956891
24973,28530,8170,25938,23175,25257,22626,22310,-1810772215
21019,27413,28945,7184,8999,16090,17663,12840,-1710895517
23499,32497,16089,20801,7565,25107,8693,19415,-2363715386
30587,25710,22866,29504,7621,24065,18191,3683,-1820469601
4564,32163,10319,32736,3879,16031,27025,26309,-3276078846
1772,24409,1402,3747,20020,22129,15074,5011,-1089196244
18011,7158,8770,12768,10410,3464,12231,19074,-376243584
298,9398,19785,12764,13266,21864,798,10732,-708634881
25891,21674,23632,20391,28465,14384,17955,26326,-1071834572
3497,31117,1179,9999,11695,29721,16663,5244,-1912048491
31444,762,5924,31172,22575,18059,16815,17775,84773380
17289,7628,6851,23217,17488,7260,22986,5782,-89507765
26310,20506,21583,20919,18376,13719,4227,18297,-543693817
6078,20033,26853,1215,5771,6750,9508,31688,-787966548
16504,11749,5672,8659,11116,6445,14591,15490,-218340980
9940,7299,26660,7503,1697,13677,23998,24157,-1808026401
25884,9066,19179,25845,27969,1642,10212,19329,27269838
10487,22977,30170,25333,5698,26202,9325,12706,-2291061858
29183,22804,2199,30144,19656,23224,11616,31545,-1864868587
12754,21635,1113,20926,31452,2174,10542,2164,594140434
16625,29817,29082,1757,10927,23153,6167,11710,-1417264706
21500,26658,24975,681,20252,20071,25772,17454,-1510384613
22149,16152,28643,20632,9014,4722,5366,22865,-1004189575
24979,22599,15307,6867,6408,23006,10836,25890,-1407011238
27948,13829,15328,7996,5084,7454,28408,6598,-898442265
26208,3678,19775,25672,24124,11625,24801,1068,143232373
8272,963,9429,6985,9852,10701,23927,14957,-517817264
15269,12069,27216,15788,11128,25081,3607,26450,-1297126164
23882,7870,9416,18890,5001,22896,22674,9877,-921690686
26942,17297,11464,19584,4612,18941,25734,1238,-1045285314
4305,30505,11548,20139,3592,1865,16990,28749,-1633226083
17376,9731,12447,31059,4088,6117,4931,6917,-529420896
3307,16973,31172,24421,19143,3046,3973,1697,-307410416
12500,20268,7412,20921,20322,4743,23952,3342,-179129072
7223,31983,5804,30799,790,25369,24148,24372,-3392946130
6765,28103,18278,19418,30404,6898,27152,7240,-1250122294
2961,5189,629,15214,7950,24603,27807,30512,-1171686071
16257,17620,3566,29851,14766,30092,15668,30578,-2517654494
4143,19327,9633,23253,28868,30676,11925,6839,-1494373792
19277,6842,30131,29819,21688,25510,6173,12476,-628989354
22037,28257,25029,31427,1302,6267,24881,16369,-2571165475
21427,7103,24654,13837,25756,11341,26436,3946,-470086706
5694,27384,15048,9736,31920,25516,9437,166,-1321243421
29207,7721,12534,12840,13607,1915,7907,16844,134444861
21739,31598,24722,23144,28273,11036,7269,7362,-168381583
28602,9634,29323,5992,6694,21261,18865,9636,-1248589727
26041,17079,1392,741,5400,18205,23909,4997,-414587514
30697,26938,8411,23667,6130,8575,16691,22481,-1430566648
13914,25439,30133,14396,12629,3646,274,32396,-783342799
27401,23857,29552,1827,28574,22206,9962,14500,-135428867
6567,24716,20875,18151,18923,9900,31668,26432,-2522573452
20136,29997,28398,22994,9868,22269,20046,21879,-3083337063
15232,29582,2261,16647,26713,17565,5214,12234,-656333794
27453,12485,12416,2262,27777,22786,21125,26328,312448198
26799,20483,17351,14051,848,20223,5039,13343,-1332879695
26520,27444,21917,24651,7087,31644,19685,23272,-3371254800
2026,12022,24861,28976,30928,32537,20632,2448,-1824769094
